                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.0653,                0.69567,                 1.3173,                0.91739,                0.87554,                0.93876,                0.65079,                 1.1848,                0.49659,                  1.481,               0.008614,               0.008614,               0.008614
                     31,                 1.0636,                0.68721,                 1.3206,                0.91566,                0.87731,                 0.9392,                0.65135,                  1.186,                0.49417,                 1.4821,              0.0085645,              0.0085645,              0.0085645
                     32,                 1.0602,                0.68712,                 1.3161,                0.92256,                 0.8733,                0.93822,                0.64994,                 1.1872,                0.49319,                 1.4825,               0.008515,               0.008515,               0.008515
                     33,                 1.0547,                0.68262,                 1.3109,                 0.9216,                0.87699,                0.94021,                0.64975,                 1.1891,                0.49302,                 1.4838,              0.0084655,              0.0084655,              0.0084655
                     34,                 1.0538,                0.67843,                 1.3106,                0.91992,                0.87849,                0.94175,                0.65014,                  1.189,                0.49032,                 1.4835,               0.008416,               0.008416,               0.008416
                     35,                 1.0453,                0.67372,                 1.3095,                0.92776,                0.87326,                0.94199,                0.64993,                 1.1895,                 0.4892,                 1.4841,              0.0083665,              0.0083665,              0.0083665
                     36,                 1.0438,                0.66589,                 1.3046,                0.92643,                0.87027,                0.94206,                0.64989,                 1.1896,                0.48919,                 1.4838,               0.008317,               0.008317,               0.008317
                     37,                  1.043,                0.67012,                 1.3084,                0.93028,                0.87117,                0.94229,                0.65019,                 1.1899,                0.48968,                 1.4838,              0.0082675,              0.0082675,              0.0082675
                     38,                 1.0417,                0.66777,                 1.3063,                0.92933,                 0.8698,                0.94182,                 0.6489,                 1.1907,                0.49004,                  1.485,               0.008218,               0.008218,               0.008218
                     39,                 1.0342,                0.66404,                 1.3006,                0.93132,                0.87218,                0.94002,                0.65021,                 1.1903,                0.48912,                 1.4857,              0.0081685,              0.0081685,              0.0081685
                     40,                  1.036,                0.65389,                 1.3025,                0.93201,                0.87024,                0.94127,                0.65023,                 1.1907,                0.48974,                 1.4859,               0.008119,               0.008119,               0.008119
                     41,                 1.0325,                0.65932,                 1.3049,                 0.9286,                0.87149,                0.94197,                 0.6497,                  1.191,                 0.4895,                 1.4866,              0.0080695,              0.0080695,              0.0080695
                     42,                 1.0291,                0.65484,                 1.3029,                0.91619,                 0.8814,                 0.9408,                0.65065,                 1.1909,                0.48895,                 1.4874,                0.00802,                0.00802,                0.00802
                     43,                 1.0244,                0.64945,                 1.2976,                0.92106,                0.87982,                0.94063,                0.64925,                 1.1911,                0.48883,                 1.4881,              0.0079705,              0.0079705,              0.0079705
                     44,                 1.0216,                 0.6442,                 1.2923,                0.92549,                 0.8789,                0.94068,                0.64917,                 1.1914,                0.48764,                 1.4887,               0.007921,               0.007921,               0.007921
                     45,                 1.0193,                0.64244,                 1.2941,                0.92316,                0.87989,                0.94159,                0.64906,                 1.1916,                0.48765,                 1.4893,              0.0078715,              0.0078715,              0.0078715
                     46,                 1.0137,                0.64242,                 1.2896,                0.92838,                0.87792,                0.94074,                0.64984,                 1.1912,                0.48786,                 1.4896,               0.007822,               0.007822,               0.007822
                     47,                 1.0142,                0.63634,                 1.2897,                0.92364,                0.87902,                0.94191,                0.65118,                 1.1911,                0.48801,                 1.4902,              0.0077725,              0.0077725,              0.0077725
                     48,                 1.0099,                0.63793,                 1.2888,                0.92414,                0.87946,                0.94265,                 0.6521,                 1.1911,                0.48867,                 1.4908,               0.007723,               0.007723,               0.007723
                     49,                 1.0092,                0.63148,                 1.2856,                0.92322,                0.87992,                0.94131,                0.65044,                 1.1911,                0.48721,                 1.4913,              0.0076735,              0.0076735,              0.0076735
                     50,                 1.0045,                0.63187,                 1.2808,                0.91823,                0.88109,                0.94064,                0.64972,                 1.1912,                0.48688,                 1.4912,               0.007624,               0.007624,               0.007624
                     51,                 1.0036,                0.62984,                 1.2813,                0.91769,                0.88222,                0.93944,                0.64974,                 1.1908,                0.48642,                 1.4914,              0.0075745,              0.0075745,              0.0075745
                     52,                 1.0016,                0.62817,                 1.2811,                0.91726,                0.88298,                0.93979,                 0.6499,                  1.191,                0.48677,                 1.4928,               0.007525,               0.007525,               0.007525
                     53,                 0.9978,                0.62275,                 1.2777,                0.91766,                0.88189,                0.93881,                0.64997,                 1.1916,                0.48731,                 1.4937,              0.0074755,              0.0074755,              0.0074755
                     54,                0.99273,                0.62011,                 1.2805,                0.91777,                0.88218,                0.93974,                0.64995,                 1.1925,                0.48751,                 1.4956,               0.007426,               0.007426,               0.007426
                     55,                0.99085,                0.61902,                 1.2798,                0.91548,                0.88327,                0.94005,                0.64974,                 1.1931,                0.48859,                 1.4976,              0.0073765,              0.0073765,              0.0073765
                     56,                0.98674,                0.61327,                 1.2773,                0.92138,                0.88058,                0.93919,                0.65018,                 1.1934,                0.48811,                 1.4994,               0.007327,               0.007327,               0.007327
                     57,                0.98494,                 0.6147,                  1.277,                0.89718,                0.89775,                0.93891,                0.64994,                 1.1936,                0.48853,                 1.5008,              0.0072775,              0.0072775,              0.0072775
                     58,                0.98062,                0.61195,                 1.2721,                0.89668,                0.90051,                0.93898,                0.64986,                 1.1944,                0.48838,                 1.5027,               0.007228,               0.007228,               0.007228
                     59,                0.97838,                0.60749,                 1.2673,                0.89715,                0.89859,                0.93946,                0.64921,                 1.1949,                0.48921,                 1.5047,              0.0071785,              0.0071785,              0.0071785
                     60,                0.97436,                0.60427,                 1.2662,                0.89427,                0.90126,                 0.9396,                0.64969,                 1.1954,                0.49052,                 1.5062,               0.007129,               0.007129,               0.007129
                     61,                0.97236,                0.60452,                  1.268,                 0.9003,                0.89183,                0.93968,                0.65087,                 1.1963,                0.48992,                 1.5085,              0.0070795,              0.0070795,              0.0070795
                     62,                0.97027,                0.60282,                 1.2666,                0.90385,                0.88632,                0.93968,                 0.6496,                 1.1969,                0.49105,                  1.511,                0.00703,                0.00703,                0.00703
                     63,                0.96623,                0.59927,                 1.2648,                0.90906,                0.88314,                0.93921,                 0.6492,                 1.1983,                0.49101,                 1.5134,              0.0069805,              0.0069805,              0.0069805
                     64,                  0.963,                 0.6004,                 1.2581,                0.91124,                0.88271,                0.93857,                0.64877,                  1.199,                0.49116,                 1.5142,               0.006931,               0.006931,               0.006931
                     65,                0.96018,                0.59476,                 1.2607,                0.90703,                0.88343,                0.93865,                  0.647,                 1.1999,                0.49187,                 1.5158,              0.0068815,              0.0068815,              0.0068815
                     66,                0.95514,                0.59178,                  1.258,                0.92735,                0.87184,                0.93972,                0.64698,                 1.2008,                0.49185,                 1.5176,               0.006832,               0.006832,               0.006832
                     67,                0.95519,                 0.5916,                 1.2577,                0.92907,                0.87003,                0.93997,                0.64684,                 1.2016,                0.49162,                 1.5195,              0.0067825,              0.0067825,              0.0067825
                     68,                0.95198,                0.58902,                 1.2527,                0.92414,                 0.8683,                0.93805,                  0.646,                 1.2024,                0.49223,                 1.5207,               0.006733,               0.006733,               0.006733
                     69,                0.94842,                0.58899,                 1.2559,                0.92252,                0.87042,                0.93695,                0.64575,                 1.2033,                0.49229,                 1.5226,              0.0066835,              0.0066835,              0.0066835
                     70,                 0.9434,                0.58436,                 1.2511,                0.92169,                0.87053,                0.93664,                0.64574,                 1.2045,                0.49337,                 1.5246,               0.006634,               0.006634,               0.006634
                     71,                 0.9434,                 0.5852,                 1.2541,                0.91784,                0.87057,                0.93894,                 0.6449,                 1.2053,                 0.4931,                 1.5274,              0.0065845,              0.0065845,              0.0065845
                     72,                0.93824,                0.57775,                 1.2462,                0.91661,                0.87217,                 0.9389,                0.64579,                 1.2059,                0.49459,                 1.5294,               0.006535,               0.006535,               0.006535
                     73,                0.93713,                0.58039,                 1.2452,                0.91526,                 0.8714,                0.93849,                0.64521,                 1.2065,                0.49504,                 1.5302,              0.0064855,              0.0064855,              0.0064855
                     74,                0.93247,                0.57899,                 1.2407,                0.91566,                0.87313,                0.93707,                0.64458,                 1.2071,                0.49585,                 1.5317,               0.006436,               0.006436,               0.006436
                     75,                0.92999,                0.57172,                 1.2412,                0.91823,                 0.8714,                0.93542,                0.64401,                 1.2084,                0.49531,                 1.5338,              0.0063865,              0.0063865,              0.0063865
                     76,                0.92869,                0.57173,                  1.238,                0.91818,                0.87045,                0.93525,                 0.6436,                 1.2086,                0.49666,                 1.5344,               0.006337,               0.006337,               0.006337
                     77,                 0.9213,                0.56727,                 1.2342,                0.91467,                0.87375,                0.93491,                0.64426,                 1.2093,                0.49757,                 1.5358,              0.0062875,              0.0062875,              0.0062875
                     78,                0.92246,                0.56803,                 1.2323,                 0.9108,                0.87558,                0.93521,                0.64316,                 1.2099,                0.49812,                  1.537,               0.006238,               0.006238,               0.006238
